 289.37,    9824.42,     -37.08,     -57.68,     211.85,      71.91
 287.47,    9870.01,     -37.47,     -58.32,     211.51,      72.76
 285.60,    9915.02,     -37.77,     -59.20,     211.16,      73.49
 283.60,    9963.40,     -38.16,     -59.54,     210.86,      73.99
 281.62,   10011.59,     -38.60,     -59.41,     210.81,      74.02
 279.74,   10057.58,     -38.86,     -59.98,     210.64,      74.09
 277.82,   10104.57,     -39.06,     -59.78,     210.38,      74.36
 275.92,   10151.76,     -39.30,     -59.78,     210.11,      74.88
 274.00,   10199.34,     -39.62,     -59.45,     209.92,      75.30
 272.11,   10246.73,     -40.00,     -58.43,     210.25,      75.63
 270.25,   10293.52,     -40.43,     -58.72,     210.67,      75.80
 268.43,   10339.51,     -40.79,     -58.43,     211.27,      75.78
 266.53,   10387.69,     -41.23,     -58.58,     212.07,      75.74
 264.67,   10435.27,     -41.59,     -58.77,     212.60,      75.80
 262.82,   10482.85,     -41.99,     -59.11,     213.44,      75.91
 260.91,   10532.02,     -42.39,     -59.44,     214.39,      76.36
 259.00,   10581.59,     -42.78,     -59.88,     215.27,      76.83
 256.81,   10638.93,     -43.20,     -60.38,     216.32,      76.36
 254.58,   10697.45,     -43.62,     -61.24,     217.22,      75.67
 252.76,   10745.63,     -43.86,     -62.00,     217.91,      74.32
 250.99,   10792.81,     -44.04,     -63.15,     218.60,      72.85
 249.18,   10841.38,     -44.36,     -64.79,     218.95,      72.12
 247.32,   10891.54,     -44.60,     -65.25,     219.03,      71.52
 245.53,   10940.11,     -45.01,     -65.89,     218.84,      70.92
 243.76,   10988.28,     -45.32,     -66.06,     218.35,      70.42
 241.99,   11037.05,     -45.74,     -65.91,     218.02,      70.03
 240.27,   11084.42,     -46.11,     -65.71,     217.92,      69.90
 238.57,   11131.40,     -46.49,     -66.13,     218.06,      70.22
 236.90,   11178.17,     -46.85,     -66.46,     218.24,      70.54
 235.28,   11223.55,     -47.20,     -66.86,     218.23,      71.17
 233.62,   11270.32,     -47.64,     -67.39,     218.01,      72.17
 232.01,   11315.90,     -47.91,     -67.30,     217.65,      73.42
 230.42,   11361.28,     -48.18,     -67.49,     217.47,      74.94
 228.80,   11407.71,     -48.52,     -68.33,     217.56,      76.41
 227.12,   11456.22,     -48.89,     -68.23,     217.79,      78.17
 225.42,   11505.37,     -49.29,     -68.65,     217.83,      79.63
 223.82,   11552.14,     -49.59,     -68.85,     217.60,      81.11
 222.17,   11600.50,     -49.87,     -69.71,     217.16,      82.74
 220.51,   11649.26,     -50.24,     -70.18,     216.73,      83.48
 218.89,   11697.42,     -50.38,     -70.38,     216.40,      83.89
 217.25,   11746.57,     -50.69,     -70.82,     216.15,      83.84
 215.61,   11795.93,     -50.97,     -70.43,     215.62,      83.14
 213.99,   11844.88,     -51.38,     -70.80,     214.97,      82.48
 212.31,   11896.02,     -51.76,     -70.96,     214.42,      82.03
 210.66,   11946.37,     -52.14,     -71.33,     214.07,      81.71
 209.04,   11996.51,     -52.54,     -71.74,     213.97,      81.35
 207.42,   12046.66,     -52.97,     -72.83,     214.05,      81.11
 205.81,   12096.60,     -53.42,     -73.33,     214.23,      81.16
 204.29,   12144.36,     -53.66,     -73.50,     214.51,      81.77
 202.80,   12191.32,     -53.75,     -73.74,     214.86,      82.75
 201.36,   12237.28,     -53.69,     -74.77,     215.11,      83.85
 199.94,   12282.64,     -53.90,     -74.91,     215.29,      85.15
 198.60,   12325.62,     -53.97,     -75.11,     215.51,      86.01
 197.34,   12366.61,     -53.87,     -76.28,     216.46,      87.17
 195.35,   12431.67,     -53.75,     -76.26,     217.98,      87.80
 192.92,   12512.05,     -54.10,     -78.26,     220.32,      88.10
 190.92,   12578.70,     -54.69,     -77.61,     222.76,      88.69
 188.94,   12645.39,     -55.24,     -76.07,     224.81,      88.49
 186.82,   12717.16,     -55.86,     -75.73,     226.85,      88.84
 185.27,   12770.28,     -56.30,     -75.72,     228.24,      88.82
 183.81,   12820.21,     -56.67,     -76.38,     229.45,      88.48
 182.35,   12870.74,     -57.04,     -76.75,     230.31,      88.01
 180.87,   12922.47,     -57.35,     -78.04,     230.45,      86.63
 179.46,   12971.80,     -57.59,     -77.24,     230.12,      85.04
 178.19,   13016.56,     -57.33,     -78.14,     229.57,      83.60
 176.90,   13062.51,     -57.02,     -79.21,     228.82,      82.47
 175.86,   13099.90,     -56.82,     -79.61,     228.26,      81.64
 174.82,   13137.30,     -56.94,     -79.60,     228.05,      81.11
 173.76,   13176.09,     -56.49,     -79.30,     228.28,      80.88
 172.74,   13213.29,     -56.46,     -81.47,     228.74,      81.18
 171.73,   13250.48,     -56.58,     -79.95,     229.07,      82.40
 170.72,   13287.88,     -55.27,     -81.39,     229.20,      83.53
 169.69,   13326.66,     -55.30,     -83.75,     228.95,      83.91
 168.62,   13367.04,     -55.08,     -83.72,     228.62,      83.50
 167.53,   13408.41,     -54.74,     -84.20,     228.37,      82.23
 166.38,   13452.17,     -54.76,     -87.21,     228.14,      80.84
 165.19,   13498.31,     -55.06,     -87.43,     227.87,      79.52
 163.97,   13545.45,     -55.41,     -87.68,     227.75,      78.19
 162.74,   13593.58,     -55.73,     -87.90,     227.95,      77.00
 161.49,   13642.31,     -55.90,     -88.02,     228.62,      75.91
 160.15,   13695.41,     -56.10,     -88.17,     230.10,      74.56
 158.48,   13762.03,     -56.57,     -88.50,     232.16,      73.68
 157.25,   13811.35,     -56.73,     -84.95,     234.34,      72.68
 155.97,   13863.06,     -57.18,     -88.93,     236.59,      71.60
 154.59,   13919.34,     -57.61,     -89.24,     238.96,      70.71
 153.00,   13984.57,     -58.18,     -87.92,     240.38,      69.86
 151.58,   14042.83,     -58.65,     -85.41,     241.31,      69.41
 150.32,   14095.53,     -59.09,     -85.80,     241.91,      68.98
 149.07,   14147.43,     -59.50,     -90.59,     241.59,      68.89
 147.80,   14201.12,     -59.96,     -86.96,     241.72,      68.87
 146.55,   14253.82,     -60.41,     -91.23,     242.21,      68.78
 145.34,   14305.52,     -60.91,     -88.29,     243.02,      68.42
 144.12,   14358.01,     -61.39,     -89.17,     244.50,      67.59
 142.97,   14407.32,     -61.70,     -86.49,     245.96,      65.21
 141.73,   14461.60,     -61.42,     -89.59,     246.92,      62.50
 140.61,   14510.55,     -60.58,     -85.42,     247.25,      59.98
 139.49,   14560.62,     -60.55,     -85.63,     246.74,      57.55
 138.37,   14610.53,     -60.90,     -89.24,     245.87,      56.31
 137.26,   14660.43,     -61.27,     -90.01,     244.94,      55.55
 136.14,   14711.53,     -61.73,     -86.94,     243.97,      54.80
 134.94,   14766.00,     -62.19,     -91.05,     242.94,      54.39
 133.78,   14819.28,     -62.66,     -91.93,     242.26,      54.22
 132.71,   14868.99,     -63.14,     -88.47,     241.99,      54.03
 131.61,   14920.08,     -63.54,     -88.91,     242.21,      54.03
 130.54,   14969.98,     -63.97,     -93.56,     242.54,      54.07
 129.47,   15020.47,     -64.47,     -94.14,     242.74,      54.15
 128.37,   15072.54,     -64.94,     -90.27,     243.05,      54.13
 127.28,   15124.44,     -65.44,     -90.81,     243.24,      54.11
 126.20,   15175.93,     -65.93,     -91.24,     243.52,      54.10
 125.13,   15227.81,     -66.37,     -91.78,     244.17,      54.13
 124.07,   15278.90,     -66.86,     -91.61,     244.94,      54.31
 123.01,   15330.58,     -67.36,     -92.18,     245.69,      54.53
 121.95,   15383.02,     -67.77,     -92.62,     246.29,      54.61
 120.87,   15436.33,     -68.28,     -90.88,     246.49,      54.50
 119.81,   15489.20,     -68.71,     -93.66,     246.17,      53.96
 118.73,   15543.43,     -69.19,     -91.24,     245.11,      52.90
 117.69,   15595.74,     -69.66,     -91.63,     243.57,      51.35
 116.66,   15647.81,     -69.90,     -91.79,     241.86,      49.78
 115.62,   15701.48,     -69.76,     -91.68,     239.80,      48.18
 114.58,   15755.34,     -69.51,     -91.47,     237.35,      46.66
 113.50,   15811.59,     -69.89,     -91.75,     235.21,      45.36
 112.51,   15863.86,     -70.10,     -94.66,     233.67,      43.84
 111.49,   15917.72,     -70.34,     -92.09,     232.91,      42.72
 110.45,   15973.56,     -70.31,     -92.06,     233.36,      42.07
 109.40,   16030.09,     -70.77,     -92.43,     234.02,      41.77
 108.38,   16085.45,     -71.34,     -92.88,     234.25,      41.96
 107.34,   16142.29,     -71.86,     -95.83,     234.38,      42.04
 106.29,   16199.94,     -72.39,     -93.70,     234.12,      42.06
 105.25,   16257.74,     -72.95,     -94.12,     233.11,      41.85
 104.24,   16314.38,     -73.43,     -94.48,     230.96,      41.18
 103.18,   16373.99,     -73.79,     -94.75,     227.65,      40.42
 102.09,   16436.19,     -74.06,     -94.95,     223.24,      39.49
 101.01,   16497.99,     -74.44,     -95.23,     218.77,      39.20
 100.03,   16554.47,     -74.88,     -95.57,     215.00,      39.85
  99.08,   16610.05,     -75.16,     -94.41,     212.37,      41.33
  98.15,   16664.69,     -75.42,     -94.53,     211.17,      43.09
  97.20,   16720.73,     -75.59,     -94.60,     210.61,      44.61
%END%
